"Semana.","Área natural protegida","Categoría","Tipo","Estado","Municipio","Posible causa","Tipo de vegetación","Superficie","Total días/persona","Tipo de atención","Latitud","Longitud"
"20","Parque Ecológico Turistico y Recreativo Zempoala La Bufa, denominado Parque Otomí-Mexica","Parque Estatal","Estatal","méxico","OCUILAN","Intencional","Bosque de Oyamel","2.92","23","Combate","19.08452","-99.34262"
"20","Z.P.F.T.C.C. de los ríos Valle de Bravo, Malacatepec, Tilostoc y Temascaltepec","Área de Protección de los Recursos Naturales","Federal","méxico","TEMASCALTEPEC","Actividades pecuarias","Bosque de Pino","28.8634","66","Combate","19.128695","-99.91458"
"20","Nevado de Toluca","Área de Protección de Flora y Fauna","Federal","méxico","TEMASCALTEPEC","Actividades pecuarias","Bosque de Pino","28.2565","56","Combate","19.207323","-99.91097"
"20","Parque Ecológico y Recreativo de Tenancingo, Malinalco y Zumpahuacan","Parque Estatal","Estatal","méxico","TENANGO DEL VALLE","Actividades pecuarias","Bosque de Pino","28.1928","16","Combate","19.049166","-99.61561"
"20","Parque Ecológico Turistico y Recreativo Zempoala La Bufa, denominado Parque Otomí-Mexica","Parque Estatal","Estatal","méxico","OCUILAN","Intencional","Bosque de Oyamel","2.77","49","Combate","19.049528","-99.350365"
"20","Iztaccíhuatl-Popocatépetl","Parque Nacional","Federal","méxico","IXTAPALUCA","Actividades pecuarias","Bosque de Pino","268.4978","62","Combate","19.398798","-98.725876"
"20","Z.P.F.T.C.C. de los ríos Valle de Bravo, Malacatepec, Tilostoc y Temascaltepec","Área de Protección de los Recursos Naturales","Federal","méxico","TEMASCALTEPEC","Intencional","Bosque de Pino","2.611","68","Combate","19.166195","-99.92147"
"20","Parque Ecológico Turistico y Recreativo Zempoala La Bufa, denominado Parque Otomí-Mexica","Parque Estatal","Estatal","méxico","JILOTZINGO","Actividades agrícolas","Bosque de Encino","22.5564","52","Combate","19.505514","-99.35556"
"20","Parque Ecológico Turistico y Recreativo Zempoala La Bufa, denominado Parque Otomí-Mexica","Parque Estatal","Estatal","méxico","NAUCALPAN DE JUÁREZ","Actividades agrícolas","Bosque de Encino","5.4844","8","Combate","19.465294","-99.33172"
"20","Nevado de Toluca","Área de Protección de Flora y Fauna","Federal","méxico","COATEPEC HARINAS","Fumadores","Bosque de Oyamel","2.2269","22","Combate","19.051558","-99.7816"
"20","Z.P.F.T.C.C. de los ríos Valle de Bravo, Malacatepec, Tilostoc y Temascaltepec","Área de Protección de los Recursos Naturales","Federal","méxico","AMANALCO","Intencional","Bosque de Pino-Encino","2.1008","11","Combate","19.280447","-100.05456"
"20","Parque Natural de Recreacion Popular denominado Nahuatlaca - Matlazinca","Parque Estatal","Estatal","méxico","TIANGUISTENCO","Actividades agrícolas","Bosque de Pino-Encino","20.443","11","Combate","19.113363","-99.45851"
"20","Iztaccíhuatl-Popocatépetl","Parque Nacional","Federal","méxico","IXTAPALUCA","Desconocidas","Bosque de Pino","20.44","6","Combate","19.330223","-98.70311"
"20","Atzingo","Áreas Destinadas Voluntariamente a la Conservación","Federal","méxico","OCUILAN","Otras actividades productivas","Bosque Mesófilo de Montaña","1.997","38","Combate","18.987417","-99.33258"
"20","Parque Natural de Recreacion Popular denominado Nahuatlaca - Matlazinca","Parque Estatal","Estatal","méxico","OCUILAN","Actividades agrícolas","Bosque de Pino","1.8955","14","Combate","19.02627","-99.456795"
"20","Parque Ecológico Turistico y Recreativo Zempoala La Bufa, denominado Parque Otomí-Mexica","Parque Estatal","Estatal","méxico","OCUILAN","Actividades agrícolas","Bosque de Oyamel","1.81","14","Combate","19.046255","-99.38547"
"20","Santuario del Agua y Forestal Presa Villa Victoria","Parque Estatal","Estatal","méxico","VILLA VICTORIA","Actividades agrícolas","Bosque de Pino","1.63","9","Combate","19.390047","-99.99435"
"20","Santuario del Agua Sistema Hidrológico Presa Huapango","Reserva Estatal","Estatal","méxico","ACAMBAY DE RUÍZ CASTAÑEDA","Actividades agrícolas","Bosque de Encino-Pino","1.578","6","Combate","19.9635","-99.76969"
"20","Corredor Biológico Chichinautzin","Área de Protección de Flora y Fauna","Federal","morelos","TLALNEPANTLA","Actividades agrícolas","Bosque de Pino","6.927","9","Combate","18.99637","-99.002235"
"20","Sierra de Huautla","Reserva de la Biósfera","Federal","morelos","PUENTE DE IXTLA","Actividades agrícolas","Bosque de Encino","585.751","992","Combate","18.469576","-99.31148"
"20","Corredor Biológico Chichinautzin","Área de Protección de Flora y Fauna","Federal","morelos","CUERNAVACA","Actividades agrícolas","Bosque Mesófilo de Montaña","36.375","165","Combate","19.001322","-99.29504"
"20","Corredor Biológico Chichinautzin","Área de Protección de Flora y Fauna","Federal","morelos","TEPOZTLÁN","Intencional","Bosque de Encino","3.415","9","Combate","18.992533","-99.18476"
"20","Corredor Biológico Chichinautzin","Área de Protección de Flora y Fauna","Federal","morelos","HUITZILAC","Otras actividades productivas","Bosque Mesófilo de Montaña","1.177","27","Combate","19.023617","-99.28571"
"20","Mariposa Monarca","Reserva de la Biósfera","Federal","michoacán","ZITÁCUARO","Intencional","Bosque de Pino-Encino","9.027","117","Combate","19.488422","-100.21959"
"20","Cañones de los Rios Marques-Cajones y Serranias Aledañas","Zona de Restauración y Protección Ambiental","Estatal","michoacán","GABRIEL ZAMORA","Desconocidas","Bosque de Encino","4812.435","435","Monitoreo","19.263365","-102.03989"
"20","Pico de Tancítaro","Área de Protección de Flora y Fauna","Federal","michoacán","NUEVO PARANGARICUTIRO","Intencional","Bosque de Pino-Encino","153.661","209","Combate","19.445889","-102.26922"
"20","Mariposa Monarca","Reserva de la Biósfera","Federal","michoacán","OCAMPO","Intencional","Bosque de Pino-Encino","0.97","20","Combate","19.566473","-100.30775"
"20","Pico de Tancítaro","Área de Protección de Flora y Fauna","Federal","michoacán","TANCÍTARO","Fogatas","Bosque de Pino","0.6269","10","Combate","19.483969","-102.33421"
"20","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","jalisco","COLOTLÁN","Intencional","Pastizal Natural","69.0679","19","Combate","22.097258","-103.135826"
"20","La Primavera","Área de Protección de Flora y Fauna","Federal","jalisco","ZAPOPAN","Intencional","Selva Baja Caducifolia","5.1102","19","Combate","20.648916","-103.47114"
"20","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","jalisco","ATENGUILLO","Intencional","Bosque de Encino","38.6278","37","Combate","20.351656","-104.44678"
"20","Laguna de Atotonilco","Sitio Ramsar","Federal","jalisco","VILLA CORONA","Desconocidas","Tular","38.02","18","Combate","20.362814","-103.66825"
"20","Bosque El Nixticuil - San Esteban - El Diente","Área Municipal de Protección Hidrológica","Municipal","jalisco","ZAPOPAN","Desconocidas","Bosque de Encino","33.8728","27","Combate","20.806889","-103.38136"
"20","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","jalisco","IXTLAHUACÁN DEL RÍO","Desconocidas","Selva Baja Caducifolia","2675.5275","300","Combate","20.96355","-103.315605"
"20","Barrancas de Los Ríos Santiago y Verde","Formación Natural de Interés Estatal","Estatal","jalisco","ACATIC","Desconocidas","Bosque de Galería","161.7542","20","Combate","20.821667","-102.949326"
"20","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","jalisco","HOSTOTIPAQUILLO","Desconocidas","Selva Baja Caducifolia","1370.6572","26","Combate","21.05934","-103.93714"
"20","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","jalisco","MIXTLÁN","Desconocidas","Bosque de Encino","1187.2453","252","Combate","20.337772","-104.40311"
"20","La Primavera","Área de Protección de Flora y Fauna","Federal","jalisco","ZAPOPAN","Desconocidas","Bosque de Pino","110.9166","241","Combate","20.702122","-103.57705"
"20","Sierra de Quila","Área de Protección de Flora y Fauna","Federal","jalisco","SAN MARTÍN HIDALGO","Desconocidas","Bosque de Pino","10.9576","51","Combate","20.337152","-104.00553"
"20","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","jalisco","MEZQUITIC","Desconocidas","Bosque de Pino-Encino","10.375","19","Combate","22.077772","-103.915405"
"20","Sierra del Águila","Área Estatal de Protección Hidrológica","Estatal","jalisco","AMECA","Intencional","Selva Baja Caducifolia","0.0193","10","Combate","20.611658","-104.07195"
"20","La Primavera","Área de Protección de Flora y Fauna","Federal","jalisco","ZAPOPAN","Desconocidas","Bosque de Encino-Pino","0.0897","8","Combate","20.6427","-103.48531"
"20","Cerro El Tajo","Zona de Recuperación Ambiental","Estatal","jalisco","ZAPOPAN","Intencional","Bosque de Encino-Pino","0.0443","10","Combate","20.6169","-103.46122"
"20","Sierra Tecuani","Reserva de la Biósfera","Federal","guerrero","COYUCA DE CATALÁN","Desconocidas","Bosque de Pino-Encino","3400.854","44","Combate","17.850306","-100.893524"
"20","Sierra Tecuani","Reserva de la Biósfera","Federal","guerrero","TÉCPAN DE GALEANA","Desconocidas","Bosque de Encino","724.763","0","Monitoreo","17.475718","-100.5393"
"20","Sierra Tecuani","Reserva de la Biósfera","Federal","guerrero","SAN MIGUEL TOTOLAPAN","Desconocidas","Selva Baja Caducifolia","115.4961","0","Monitoreo","17.930365","-100.16524"
"20","Río Frío de los Fresnos","Áreas Destinadas Voluntariamente a la Conservación","Federal","guerrero","COYUCA DE CATALÁN","Desconocidas","Bosque de Encino-Pino","1997.604","0","Monitoreo","17.89944","-101.05401"
"20","Sierra Tecuani","Reserva de la Biósfera","Federal","guerrero","TÉCPAN DE GALEANA","Desconocidas","Bosque de Pino-Encino","41.4007","0","Monitoreo","17.544222","-100.63369"
"20","Sierra Tecuani","Reserva de la Biósfera","Federal","guerrero","SAN MIGUEL TOTOLAPAN","Desconocidas","Selva Baja Caducifolia","267.7437","0","Monitoreo","17.991203","-100.19159"
"20","Área de Conservación Agua de Obispo","Áreas Destinadas Voluntariamente a la Conservación","Federal","guerrero","CHILPANCINGO DE LOS BRAVO","Desconocidas","Bosque de Pino-Encino","149.2091","335","Combate","17.318861","-99.49455"
"20","Cerros de San Bartolomé","S/C","Municipal","guanajuato","CELAYA","Desconocidas","Selva Baja Caducifolia","8.87","0","Monitoreo","20.43817","-100.75897"
"20","Sierra de Pénjamo","Área de Uso Sustentable","Estatal","guanajuato","PÉNJAMO","Desconocidas","Selva Baja Caducifolia","5.4655","11","Combate","20.447403","-101.84436"
"20","Sierra de Lobos","Área de Uso Sustentable","Estatal","guanajuato","SAN FELIPE","Desconocidas","Bosque de Encino-Pino","35.1679","62","Combate","21.377228","-101.38199"
"20","Cerros de San Bartolomé","S/C","Municipal","guanajuato","CELAYA","Desconocidas","Selva Baja Caducifolia","28.4808","10","Combate","20.450605","-100.75697"
"20","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","durango","MEZQUITAL","Fumadores","Bosque de Pino-Encino","0.9457","20","Combate","23.01417","-104.75611"
"20","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","durango","MEZQUITAL","Fogatas","Bosque de Pino-Encino","380.7408","55","Combate","22.796944","-104.825554"
"20","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","durango","PUEBLO NUEVO","Fogatas","Bosque de Pino-Encino","32.19","66","Combate","23.409721","-104.83195"
"20","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","durango","MEZQUITAL","Actividades agrícolas","Bosque de Pino-Encino","27.7079","30","Combate","23.064981","-104.732056"
"20","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","durango","MEZQUITAL","Actividades agrícolas","Bosque de Pino","179.916","40","Combate","22.950556","-104.7925"
"20","Milpa Alta","Área Comunitaria de Conservación Ecológica","Estatal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Bosque de Pino","0.2339","6","Combate","19.138756","-99.04649"
"20","El Tepozteco","Parque Nacional","Federal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Bosque de Pino","86.2927","11","Combate","19.07501","-99.04756"
"20","El Tepozteco","Parque Nacional","Federal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Bosque de Pino","82.2461","66","Combate","19.0709","-99.0637"
"20","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","MILPA ALTA","Intencional","Bosque de Pino","6.2386","46","Combate","19.11458","-99.1455"
"20","El Tepozteco","Parque Nacional","Federal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Bosque de Pino","9.9154","25","Combate","19.073145","-99.05727"
"20","El Tepozteco","Parque Nacional","Federal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Bosque de Pino","2.7026","42","Combate","19.069422","-99.10109"
"20","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","MILPA ALTA","Intencional","Bosque de Pino","2.1752","33","Combate","19.129444","-99.13944"
"20","Milpa Alta","Área Comunitaria de Conservación Ecológica","Estatal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Bosque de Pino","20.5056","9","Combate","19.079903","-99.05408"
"20","El Tepozteco","Parque Nacional","Federal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Bosque de Pino","1.8553","7","Combate","19.07","-99.1011"
"20","Corredor Biológico Chichinautzin","Área de Protección de Flora y Fauna","Federal","ciudad de méxico","TLALPAN","Festividades y rituales","Bosque de Pino","1.6168","15","Combate","19.121044","-99.26135"
"20","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","MILPA ALTA","Intencional","Bosque de Pino","1.4466","26","Combate","19.127495","-99.1442"
"20","Milpa Alta","Área Comunitaria de Conservación Ecológica","Estatal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Bosque de Pino","0.7468","14","Combate","19.146938","-99.02455"
"20","El Tepozteco","Parque Nacional","Federal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Bosque de Pino","10.9937","40","Combate","19.07571","-99.10313"
"20","Milpa Alta","Área Comunitaria de Conservación Ecológica","Estatal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Bosque de Pino","0.9211","13","Combate","19.1399","-99.01155"
"20","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Actividades pecuarias","Bosque de Pino","0.8","11","Combate","19.146158","-99.26283"
"20","Milpa Alta","Área Comunitaria de Conservación Ecológica","Estatal","ciudad de méxico","MILPA ALTA","Actividades pecuarias","Bosque de Pino","0.6728","11","Combate","19.144533","-99.01077"
"20","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Actividades pecuarias","Bosque de Pino","0.4785","10","Combate","19.135305","-99.2597"
"20","San Miguel Topilejo","Reserva Estatal","Estatal","ciudad de méxico","TLALPAN","Actividades pecuarias","Bosque de Pino","0.1866","7","Combate","19.14088","-99.18448"
"20","Campo Verde","Área de Protección de Flora y Fauna","Federal","chihuahua","MADERA","Fogatas","Bosque de Pino","68.2886","105","Combate","29.69655","-108.47483"
"20","Tutuaca","Área de Protección de Flora y Fauna","Federal","chihuahua","TEMÓSACHIC","Desconocidas","Bosque de Pino-Encino","53.8166","20","Combate","28.486391","-108.1841"
"20","Campo Verde","Área de Protección de Flora y Fauna","Federal","chihuahua","MADERA","Intencional","Bosque de Pino","5.3233","40","Combate","29.692625","-108.45015"
"20","Papigochic","Área de Protección de Flora y Fauna","Federal","chihuahua","BOCOYNA","Intencional","Bosque de Pino","4.3779","26","Combate","27.939394","-107.72743"
"20","Selva El Ocote","Reserva de la Biósfera","Federal","chiapas","OCOZOCOAUTLA DE ESPINOSA","Desconocidas","Selva Alta Perennifolia","44.2309","1","Monitoreo","16.952625","-93.47034"
"20","La Encrucijada","Reserva de la Biósfera","Federal","chiapas","VILLA COMALTITLÁN","Cazadores","Tular","97.1519","6","Combate","15.092417","-92.69317"
"20","Selva El Ocote","Reserva de la Biósfera","Federal","chiapas","OCOZOCOAUTLA DE ESPINOSA","Actividades agrícolas","Selva Mediana Subperennifolia","87.7712","140","Combate","17.00361","-93.5496"
"20","La Encrucijada","Reserva de la Biósfera","Federal","chiapas","VILLA COMALTITLÁN","Cazadores","Tular","84.3947","14","Combate","15.053611","-92.63361"
"20","Selva El Ocote","Reserva de la Biósfera","Federal","chiapas","OCOZOCOAUTLA DE ESPINOSA","Actividades agrícolas","Selva Mediana Subperennifolia","78.9192","125","Combate","16.91225","-93.42611"
"20","La Sepultura","Reserva de la Biósfera","Federal","chiapas","CINTALAPA","Actividades pecuarias","Bosque de Pino","60.7124","9","Combate","16.432444","-93.98872"
"20","Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas","Área de Protección de Flora y Fauna","Federal","chiapas","VILLA CORZO","Actividades agrícolas","Bosque de Encino-Pino","599.1398","39","Combate","15.95225","-93.09014"
"20","Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas","Área de Protección de Flora y Fauna","Federal","chiapas","VILLA CORZO","Desconocidas","Bosque de Encino-Pino","3973.2836","332","Combate","16.117786","-93.40344"
"20","Cañón del Sumidero","Parque Nacional","Federal","chiapas","TUXTLA GUTIÉRREZ","Desconocidas","Selva Baja Caducifolia","9.9263","42","Combate","16.789577","-93.078354"
"20","Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas","Área de Protección de Flora y Fauna","Federal","chiapas","VILLA CORZO","Desconocidas","Bosque de Encino-Pino","44.4933","45","Combate","16.05066","-93.36634"
"20","Cañón del Sumidero","Parque Nacional","Federal","chiapas","TUXTLA GUTIÉRREZ","Desconocidas","Selva Baja Caducifolia","4.5647","39","Combate","16.824217","-93.13733"
"20","La Encrucijada","Reserva de la Biósfera","Federal","chiapas","MAZATÁN","Cazadores","Tular","42.9631","56","Combate","14.886389","-92.55583"
"20","La Sepultura","Reserva de la Biósfera","Federal","chiapas","JIQUIPILAS","Actividades pecuarias","Bosque de Encino","40.6881","58","Combate","16.394428","-93.701836"
"20","La Sepultura","Reserva de la Biósfera","Federal","chiapas","JIQUIPILAS","Actividades pecuarias","Bosque de Pino-Encino","159.2452","114","Combate","16.366138","-93.72214"
"20","Selva El Ocote","Reserva de la Biósfera","Federal","chiapas","OCOZOCOAUTLA DE ESPINOSA","Actividades agrícolas","Selva Mediana Subperennifolia","297.9374","193","Combate","16.924973","-93.470726"
"20","Selva El Ocote","Reserva de la Biósfera","Federal","chiapas","OCOZOCOAUTLA DE ESPINOSA","Actividades pecuarias","Selva Baja Caducifolia","295.2572","19","Combate","16.85247","-93.544624"
"20","Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas","Área de Protección de Flora y Fauna","Federal","chiapas","VILLA CORZO","Desconocidas","Bosque de Encino-Pino","1661.9634","70","Combate","15.987889","-92.9965"
"20","La Sepultura","Reserva de la Biósfera","Federal","chiapas","VILLAFLORES","Actividades pecuarias","Selva Baja Caducifolia","260.5297","14","Combate","16.17963","-93.42924"
"20","La Sepultura","Reserva de la Biósfera","Federal","chiapas","ARRIAGA","Actividades pecuarias","Sabanoide","24.5077","15","Combate","16.286362","-93.88671"
"20","La Pera","Zona Sujeta a Conservación Ecológica","Estatal","chiapas","BERRIOZÁBAL","Actividades agrícolas","Selva Mediana Subperennifolia","23.9783","110","Combate","16.868713","-93.351395"
"20","Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas","Área de Protección de Flora y Fauna","Federal","chiapas","VILLA CORZO","Actividades agrícolas","Bosque de Encino-Pino","209.0884","70","Combate","16.009361","-93.39061"
"20","La Sepultura","Reserva de la Biósfera","Federal","chiapas","JIQUIPILAS","Actividades pecuarias","Bosque de Pino","183.6962","79","Combate","16.376547","-93.717384"
"20","Z.P.F. en los terrenos que se encuentran en los mpios. de La Concordia, Ángel Albino Corzo, Villa Flores y Jiquipilas","Área de Protección de Flora y Fauna","Federal","chiapas","VILLA CORZO","Desconocidas","Bosque de Encino-Pino","13.0623","33","Combate","16.093082","-93.3902"
"20","La Pona","Zona de Preservación Ecológica","Municipal","aguascalientes","AGUASCALIENTES","Intencional","Pastizal Natural","0.4018","8","Combate","21.886192","-102.26595"
"19","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","zacatecas","MOYAHUA DE ESTRADA","Desconocidas","Selva Baja Caducifolia","25.4128","9","Combate","21.276175","-103.25775"
"19","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","zacatecas","TEPECHITLÁN","Desconocidas","Bosque de Encino","17.856","24","Combate","21.6666","-103.21698"
"19","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","zacatecas","MEZQUITAL DEL ORO","Desconocidas","Bosque de Encino","107.4656","64","Combate","21.291336","-103.31672"
"19","Biocultural del Puuc","Reserva Estatal","Estatal","yucatán","TEKAX","Actividades agrícolas","Selva Mediana Subcaducifolia","1087.5231","1185","Combate","20.105917","-89.36805"
"19","Los Tuxtlas","Reserva de la Biósfera","Federal","veracruz","MECAYAPAN","Desconocidas","Bosque de Encino","5.2034","38","Combate","18.250834","-94.83139"
"19","Cofre de Perote o Nauhcampatépetl","Parque Nacional","Federal","veracruz","PEROTE","Actividades agrícolas","Bosque de Oyamel","1.339","36","Combate","19.557056","-97.14367"
"19","Los Tuxtlas","Reserva de la Biósfera","Federal","veracruz","PAJAPAN","Actividades pecuarias","Selva Alta Perennifolia","0.6194","20","Combate","18.279444","-94.72722"
"19","La Montaña Malinche o Matlalcuéyatl","Parque Nacional","Federal","tlaxcala","CHIAUTEMPAN","Intencional","Bosque de Pino","7.4084","20","Combate","19.257317","-98.10922"
"19","De La Mariposa Monarca","Paisaje Natural","Estatal","tamaulipas","JAUMAVE","Otras actividades productivas","Bosque de Pino-Encino","1.5","60","Combate","23.631094","-99.59763"
"19","Pantanos de Centla","Reserva de la Biósfera","Federal","tabasco","CENTLA","Cazadores","Tular","5027.3954","63","Combate","18.543653","-92.44286"
"19","Pantanos de Centla","Reserva de la Biósfera","Federal","tabasco","CENTLA","Cazadores","Popal","465.6736","2","Monitoreo","18.37139","-92.52439"
"19","Sierra Gorda","Reserva de la Biósfera","Federal","querétaro","LANDA DE MATAMOROS","Intencional","Bosque de Encino","1.8","118","Combate","21.287077","-99.13596"
"19","Lagos de Tepeyahualco y Guadalupe Victoria","Áreas Destinadas Voluntariamente a la Conservación","Federal","puebla","TEPEYAHUALCO","Fogatas","Matorral Desértico Rosetófilo","45.1272","15","Combate","19.609556","-97.48434"
"19","Flor del Bosque","Áreas Destinadas Voluntariamente a la Conservación","Federal","puebla","AMOZOC","Intencional","Bosque de Encino","22","29","Combate","19.01277","-98.122574"
"19","Área Natural Protegida Ejido El Rosario","Áreas Destinadas Voluntariamente a la Conservación","Federal","puebla","CHIGNAHUAPAN","Intencional","Bosque de Pino","1.0088","19","Combate","19.688583","-98.227"
"19","Tehuacán-Cuicatlán","Reserva de la Biósfera","Federal","oaxaca","TEPELMEME VILLA DE MORELOS","Naturales","Matorral Desértico Rosetófilo","2.5016","27","Combate","18.058332","-97.336945"
"19","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","nayarit","DEL NAYAR","Desconocidas","Bosque de Encino","886.3678","0","Monitoreo","22.257008","-104.86382"
"19","Sierra de San Juan","Reserva de la Biósfera","Estatal","nayarit","TEPIC","Fogatas","Bosque de Pino","199.9572","255","Combate","21.5025","-104.931946"
"19","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","nayarit","LA YESCA","Actividades agrícolas","Bosque de Encino-Pino","2024.6637","52","Combate","21.541084","-104.41763"
"19","C.A.D.N.R. 043 Estado de Nayarit","Área de Protección de los Recursos Naturales","Federal","nayarit","LA YESCA","Desconocidas","Bosque de Pino-Encino","2867.5125","262","Combate","21.766367","-104.4396"
"19","Parque Ecológico Turistico y Recreativo Zempoala La Bufa, denominado Parque Otomí-Mexica","Parque Estatal","Estatal","méxico","MORELOS","Actividades agrícolas","Bosque de Pino","1.44","9","Combate","19.703917","-99.54703"
"19","El Oso Bueno","Parque Estatal","Estatal","méxico","ACAMBAY DE RUÍZ CASTAÑEDA","Actividades pecuarias","Bosque de Encino","13.93","18","Combate","19.99801","-99.95283"
"19","Santuario del Agua Sistema Hidrológico Presa Huapango","Reserva Estatal","Estatal","méxico","TIMILPAN","Actividades pecuarias","Bosque de Encino","13.11","28","Combate","19.893383","-99.77641"
"19","Parque Natural de Recreación Popular denominado Sierra de Nanchititla","Parque Estatal","Estatal","méxico","TEJUPILCO","Desconocidas","Bosque de Encino","29.66","0","Monitoreo","18.804186","-100.49083"
"19","Z.P.F.T.C.C. de los ríos Valle de Bravo, Malacatepec, Tilostoc y Temascaltepec","Área de Protección de los Recursos Naturales","Federal","méxico","TEMASCALTEPEC","Actividades agrícolas","Bosque Mesófilo de Montaña","11.4072","18","Combate","19.016472","-99.9555"
"19","Parque Natural de Recreacion Popular denominado Nahuatlaca - Matlazinca","Parque Estatal","Estatal","méxico","TENANGO DEL VALLE","Intencional","Bosque de Pino-Encino","10.179","22","Combate","19.075333","-99.58039"
"19","Bosencheve","Parque Nacional","Federal","méxico","VILLA VICTORIA","Actividades pecuarias","Bosque de Pino","0.81","14","Combate","19.482492","-100.09864"
"19","Z.P.F.T.C.C. de los ríos Valle de Bravo, Malacatepec, Tilostoc y Temascaltepec","Área de Protección de los Recursos Naturales","Federal","méxico","VILLA DE ALLENDE","Intencional","Bosque de Pino-Encino","0.7261","11","Combate","19.337894","-100.071556"
"19","Nevado de Toluca","Área de Protección de Flora y Fauna","Federal","méxico","CALIMAYA","Desconocidas","Bosque de Pino","0.72","9","Combate","19.140625","-99.6852"
"19","Nevado de Toluca","Área de Protección de Flora y Fauna","Federal","méxico","CALIMAYA","Intencional","Bosque de Pino","0.59","14","Combate","19.1385","-99.68083"
"19","El Oso Bueno","Parque Estatal","Estatal","méxico","ACAMBAY DE RUÍZ CASTAÑEDA","Actividades pecuarias","Bosque de Encino","0.3497","8","Combate","20.02095","-99.8982"
"19","Z.P.F.T.C.C. de los ríos Valle de Bravo, Malacatepec, Tilostoc y Temascaltepec","Área de Protección de los Recursos Naturales","Federal","méxico","SANTO TOMÁS","Intencional","Bosque de Encino-Pino","902.69","162","Combate","19.14763","-100.260635"
"19","Zona de Recursos Naturales Río Grande San Pedro","Reserva Estatal","Estatal","méxico","AMATEPEC","Desconocidas","Bosque de Encino","866.3293","0","Monitoreo","18.690475","-100.40718"
"19","Bosencheve","Parque Nacional","Federal","méxico","VILLA VICTORIA","Fumadores","Bosque de Pino-Encino","8.328","13","Combate","19.479635","-100.13312"
"19","Z.P.F.T.C.C. de los ríos Valle de Bravo, Malacatepec, Tilostoc y Temascaltepec","Área de Protección de los Recursos Naturales","Federal","méxico","VALLE DE BRAVO","Intencional","Bosque de Pino","74.3946","214","Combate","19.195017","-100.11367"
"19","Santuario del Agua y Forestal Subcuenca Tributaria Río San Lorenzo","Parque Estatal","Estatal","méxico","LERMA","Intencional","Bosque de Oyamel","7.147","23","Combate","19.368528","-99.41925"
"19","Nevado de Toluca","Área de Protección de Flora y Fauna","Federal","méxico","TEMASCALTEPEC","Otras actividades productivas","Bosque de Oyamel","6.5001","23","Combate","19.064157","-99.848076"
"19","Nevado de Toluca","Área de Protección de Flora y Fauna","Federal","méxico","ZINACANTEPEC","Actividades agrícolas","Bosque de Pino","6.47","10","Combate","19.165112","-99.77864"
